match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
MUN_FUL_20240816,MUN,FUL,Premier League 2024-25,1.6,4.2,5.25,1,0
IPS_LIV_20240817,IPS,LIV,Premier League 2024-25,8.5,5.5,1.33,0,2
ARS_WOL_20240817,ARS,WOL,Premier League 2024-25,1.18,7.5,13.0,2,0
EVE_BHA_20240817,EVE,BHA,Premier League 2024-25,2.63,3.3,2.63,0,3
NEW_SOU_20240817,NEW,SOU,Premier League 2024-25,1.36,5.25,8.0,1,0
NFO_BOU_20240817,NFO,BOU,Premier League 2024-25,2.45,3.5,2.8,1,1
WHU_AVL_20240817,WHU,AVL,Premier League 2024-25,2.45,3.6,2.75,1,2
BRE_CRY_20240818,BRE,CRY,Premier League 2024-25,2.4,3.4,2.9,2,1
CHE_MCI_20240818,CHE,MCI,Premier League 2024-25,4.1,3.9,1.8,0,2
LEI_TOT_20240819,LEI,TOT,Premier League 2024-25,5.0,4.33,1.62,1,1
BHA_MUN_20240824,BHA,MUN,Premier League 2024-25,2.5,3.7,2.63,2,1
CRY_WHU_20240824,CRY,WHU,Premier League 2024-25,2.15,3.6,3.2,0,2
FUL_LEI_20240824,FUL,LEI,Premier League 2024-25,1.8,3.75,4.2,2,1
MCI_IPS_20240824,MCI,IPS,Premier League 2024-25,1.08,12.0,21.0,4,1
SOU_NFO_20240824,SOU,NFO,Premier League 2024-25,2.55,3.3,2.8,0,1
TOT_EVE_20240824,TOT,EVE,Premier League 2024-25,1.44,4.75,6.5,4,0
AVL_ARS_20240824,AVL,ARS,Premier League 2024-25,4.33,3.8,1.75,0,2
BOU_NEW_20240825,BOU,NEW,Premier League 2024-25,2.9,3.8,2.2,1,1
WOL_CHE_20240825,WOL,CHE,Premier League 2024-25,4.33,4.0,1.75,2,6
LIV_BRE_20240825,LIV,BRE,Premier League 2024-25,1.27,5.75,11.0,2,0
ARS_BHA_20240831,ARS,BHA,Premier League 2024-25,1.33,5.5,8.5,1,1
BRE_SOU_20240831,BRE,SOU,Premier League 2024-25,1.75,3.9,4.33,3,1
EVE_BOU_20240831,EVE,BOU,Premier League 2024-25,2.75,3.4,2.55,2,3
IPS_FUL_20240831,IPS,FUL,Premier League 2024-25,3.0,3.5,2.3,1,1
LEI_AVL_20240831,LEI,AVL,Premier League 2024-25,4.5,4.0,1.7,1,2
NFO_WOL_20240831,NFO,WOL,Premier League 2024-25,2.0,3.7,3.7,1,1
WHU_MCI_20240831,WHU,MCI,Premier League 2024-25,7.0,5.5,1.38,1,3
CHE_CRY_20240901,CHE,CRY,Premier League 2024-25,1.6,4.33,5.0,1,1
NEW_TOT_20240901,NEW,TOT,Premier League 2024-25,2.5,4.0,2.5,2,1
MUN_LIV_20240901,MUN,LIV,Premier League 2024-25,3.7,4.2,1.85,0,3
SOU_MUN_20240914,SOU,MUN,Premier League 2024-25,4.5,4.0,1.7,0,3
BHA_IPS_20240914,BHA,IPS,Premier League 2024-25,1.38,5.0,7.5,0,0
CRY_LEI_20240914,CRY,LEI,Premier League 2024-25,1.62,4.0,5.5,2,2
FUL_WHU_20240914,FUL,WHU,Premier League 2024-25,2.38,3.25,3.0,1,1
LIV_NFO_20240914,LIV,NFO,Premier League 2024-25,1.22,6.5,12.0,0,1
MCI_BRE_20240914,MCI,BRE,Premier League 2024-25,1.18,8.0,12.0,2,1
AVL_EVE_20240914,AVL,EVE,Premier League 2024-25,1.5,4.2,6.5,3,2
BOU_CHE_20240914,BOU,CHE,Premier League 2024-25,3.4,3.8,2.0,0,1
TOT_ARS_20240915,TOT,ARS,Premier League 2024-25,3.0,3.5,2.3,0,1
WOL_NEW_20240915,WOL,NEW,Premier League 2024-25,3.4,3.5,2.1,1,2
WHU_CHE_20240921,WHU,CHE,Premier League 2024-25,3.6,3.9,1.95,0,3
AVL_WOL_20240921,AVL,WOL,Premier League 2024-25,1.57,4.2,5.25,3,1
FUL_NEW_20240921,FUL,NEW,Premier League 2024-25,3.0,3.4,2.4,3,1
LEI_EVE_20240921,LEI,EVE,Premier League 2024-25,2.45,3.4,2.88,1,1
LIV_BOU_20240921,LIV,BOU,Premier League 2024-25,1.3,6.25,9.0,3,0
SOU_IPS_20240921,SOU,IPS,Premier League 2024-25,2.25,3.5,3.2,1,1
TOT_BRE_20240921,TOT,BRE,Premier League 2024-25,1.55,4.5,5.5,3,1
CRY_MUN_20240921,CRY,MUN,Premier League 2024-25,2.88,3.75,2.3,0,0
BHA_NFO_20240922,BHA,NFO,Premier League 2024-25,1.75,3.75,4.75,2,2
MCI_ARS_20240922,MCI,ARS,Premier League 2024-25,1.8,3.6,4.5,2,2
NEW_MCI_20240928,NEW,MCI,Premier League 2024-25,5.25,4.33,1.6,1,1
ARS_LEI_20240928,ARS,LEI,Premier League 2024-25,1.17,8.0,15.0,4,2
BRE_WHU_20240928,BRE,WHU,Premier League 2024-25,2.2,3.5,3.2,1,1
CHE_BHA_20240928,CHE,BHA,Premier League 2024-25,1.73,4.2,4.2,4,2
EVE_CRY_20240928,EVE,CRY,Premier League 2024-25,2.7,3.3,2.63,2,1
NFO_FUL_20240928,NFO,FUL,Premier League 2024-25,2.38,3.3,3.0,0,1
WOL_LIV_20240928,WOL,LIV,Premier League 2024-25,8.0,5.75,1.33,1,2
IPS_AVL_20240929,IPS,AVL,Premier League 2024-25,4.0,3.75,1.85,2,2
MUN_TOT_20240929,MUN,TOT,Premier League 2024-25,2.35,3.75,2.75,0,3
BOU_SOU_20240930,BOU,SOU,Premier League 2024-25,1.65,4.1,5.0,3,1
CRY_LIV_20241005,CRY,LIV,Premier League 2024-25,6.0,4.5,1.5,0,1
ARS_SOU_20241005,ARS,SOU,Premier League 2024-25,1.14,9.0,17.0,3,1
BRE_WOL_20241005,BRE,WOL,Premier League 2024-25,2.05,3.6,3.4,5,3
LEI_BOU_20241005,LEI,BOU,Premier League 2024-25,3.1,3.75,2.15,1,0
MCI_FUL_20241005,MCI,FUL,Premier League 2024-25,1.25,7.0,9.5,3,2
WHU_IPS_20241005,WHU,IPS,Premier League 2024-25,1.8,3.8,4.33,4,1
EVE_NEW_20241005,EVE,NEW,Premier League 2024-25,3.2,3.6,2.2,0,0
AVL_MUN_20241006,AVL,MUN,Premier League 2024-25,2.2,3.75,3.0,0,0
CHE_NFO_20241006,CHE,NFO,Premier League 2024-25,1.48,4.5,6.5,1,1
BHA_TOT_20241006,BHA,TOT,Premier League 2024-25,2.9,4.0,2.2,3,2
TOT_WHU_20241019,TOT,WHU,Premier League 2024-25,1.5,5.0,5.25,4,1
FUL_AVL_20241019,FUL,AVL,Premier League 2024-25,2.45,3.5,2.8,1,3
IPS_EVE_20241019,IPS,EVE,Premier League 2024-25,2.38,3.3,3.0,0,2
MUN_BRE_20241019,MUN,BRE,Premier League 2024-25,1.7,4.2,4.5,2,1
NEW_BHA_20241019,NEW,BHA,Premier League 2024-25,1.95,3.7,3.6,0,1
SOU_LEI_20241019,SOU,LEI,Premier League 2024-25,2.3,3.5,3.0,2,3
BOU_ARS_20241019,BOU,ARS,Premier League 2024-25,5.0,3.9,1.65,2,0
WOL_MCI_20241020,WOL,MCI,Premier League 2024-25,8.0,6.0,1.33,1,2
LIV_CHE_20241020,LIV,CHE,Premier League 2024-25,1.62,4.1,5.0,2,1
NFO_CRY_20241021,NFO,CRY,Premier League 2024-25,2.3,3.5,3.0,1,0
LEI_NFO_20241025,LEI,NFO,Premier League 2024-25,3.0,3.3,2.4,1,3
AVL_BOU_20241026,AVL,BOU,Premier League 2024-25,1.85,3.9,3.8,1,1
BRE_IPS_20241026,BRE,IPS,Premier League 2024-25,1.65,4.33,4.75,4,3
BHA_WOL_20241026,BHA,WOL,Premier League 2024-25,1.62,4.5,4.5,2,2
MCI_SOU_20241026,MCI,SOU,Premier League 2024-25,1.11,10.0,17.0,1,0
EVE_FUL_20241026,EVE,FUL,Premier League 2024-25,2.75,3.25,2.63,1,1
CHE_NEW_20241027,CHE,NEW,Premier League 2024-25,1.73,4.33,4.2,2,1
CRY_TOT_20241027,CRY,TOT,Premier League 2024-25,3.9,4.0,1.83,1,0
WHU_MUN_20241027,WHU,MUN,Premier League 2024-25,2.88,3.75,2.3,2,1
ARS_LIV_20241027,ARS,LIV,Premier League 2024-25,2.5,3.25,2.9,2,2
NEW_ARS_20241102,NEW,ARS,Premier League 2024-25,3.75,3.75,1.95,1,0
BOU_MCI_20241102,BOU,MCI,Premier League 2024-25,5.5,4.2,1.57,2,1
IPS_LEI_20241102,IPS,LEI,Premier League 2024-25,2.25,3.5,3.1,1,1
LIV_BHA_20241102,LIV,BHA,Premier League 2024-25,1.4,5.0,7.5,2,1
NFO_WHU_20241102,NFO,WHU,Premier League 2024-25,2.15,3.5,3.4,3,0
SOU_EVE_20241102,SOU,EVE,Premier League 2024-25,2.63,3.4,2.63,1,0
WOL_CRY_20241102,WOL,CRY,Premier League 2024-25,2.5,3.4,2.88,2,2
TOT_AVL_20241103,TOT,AVL,Premier League 2024-25,1.91,4.0,3.6,4,1
MUN_CHE_20241103,MUN,CHE,Premier League 2024-25,2.6,3.5,2.6,1,1
