match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
COL_PrimeraA_541005_659_663_2021-12-03,659,663,COL_PrimeraA,2.28,3.77,6.58,3,1
COL_PrimeraA_541007_675_656_2021-12-04,675,656,COL_PrimeraA,5.51,3.73,1.63,1,3
COL_PrimeraA_541009_660_674_2021-12-04,660,674,COL_PrimeraA,6.96,3.83,1.94,1,2
COL_PrimeraA_540875_658_656_2022-02-05,658,656,COL_PrimeraA,6.22,4.0,1.95,0,2
COL_PrimeraA_540877_2605_663_2022-02-05,2605,663,COL_PrimeraA,2.35,4.49,5.88,2,0
COL_PrimeraA_540879_684_674_2022-02-06,684,674,COL_PrimeraA,2.52,2.87,2.97,1,1
COL_PrimeraA_540881_682_666_2022-02-06,682,666,COL_PrimeraA,1.78,4.08,7.31,2,0
COL_PrimeraA_540883_673_664_2022-02-06,673,664,COL_PrimeraA,3.32,3.14,2.92,3,3
COL_PrimeraA_540885_685_4428_2022-02-07,685,4428,COL_PrimeraA,2.52,2.88,2.53,1,1
COL_PrimeraA_540887_674_663_2022-02-11,674,663,COL_PrimeraA,2.5,2.88,2.59,1,1
COL_PrimeraA_540889_673_2605_2022-02-11,673,2605,COL_PrimeraA,2.32,4.44,5.33,2,0
COL_PrimeraA_540891_666_683_2022-02-12,666,683,COL_PrimeraA,7.81,4.44,1.94,0,1
COL_PrimeraA_540893_685_682_2022-02-12,685,682,COL_PrimeraA,6.84,3.77,2.5,0,1
COL_PrimeraA_540895_664_675_2022-02-12,664,675,COL_PrimeraA,1.53,4.19,6.13,5,0
COL_PrimeraA_540897_4428_658_2022-02-13,4428,658,COL_PrimeraA,6.63,4.16,1.51,0,2
COL_PrimeraA_540899_656_657_2022-02-13,656,657,COL_PrimeraA,1.66,4.4,7.64,2,1
COL_PrimeraA_540900_668_684_2022-02-13,668,684,COL_PrimeraA,5.93,4.05,1.82,0,1
COL_PrimeraA_540903_659_660_2022-02-14,659,660,COL_PrimeraA,6.65,4.35,2.44,1,2
COL_PrimeraA_540904_657_4428_2022-02-18,657,4428,COL_PrimeraA,1.94,4.13,5.89,3,1
COL_PrimeraA_540906_683_656_2022-02-18,683,656,COL_PrimeraA,5.11,4.46,2.32,0,1
COL_PrimeraA_540908_660_673_2022-02-19,660,673,COL_PrimeraA,3.07,2.97,3.25,0,0
COL_PrimeraA_540910_663_658_2022-02-19,663,658,COL_PrimeraA,7.01,4.28,2.47,1,3
COL_PrimeraA_540912_675_668_2022-02-19,675,668,COL_PrimeraA,3.36,3.24,2.53,0,0
COL_PrimeraA_540914_684_685_2022-02-20,684,685,COL_PrimeraA,2.36,4.18,7.4,3,1
COL_PrimeraA_540916_659_682_2022-02-20,659,682,COL_PrimeraA,2.79,2.94,2.5,1,1
COL_PrimeraA_540918_2605_664_2022-02-20,2605,664,COL_PrimeraA,2.24,3.92,5.48,1,0
COL_PrimeraA_540920_666_674_2022-02-21,666,674,COL_PrimeraA,2.95,2.97,3.37,0,0
COL_PrimeraA_540922_682_4428_2022-02-25,682,4428,COL_PrimeraA,1.99,3.7,5.92,2,0
COL_PrimeraA_540924_668_666_2022-02-25,668,666,COL_PrimeraA,1.91,3.74,7.56,2,1
COL_PrimeraA_540926_656_664_2022-02-26,656,664,COL_PrimeraA,5.54,4.2,1.58,0,3
COL_PrimeraA_540928_674_683_2022-02-26,674,683,COL_PrimeraA,1.66,4.0,6.03,2,0
COL_PrimeraA_540930_658_659_2022-02-26,658,659,COL_PrimeraA,3.01,2.98,3.28,0,0
COL_PrimeraA_540932_660_684_2022-02-27,660,684,COL_PrimeraA,3.06,2.82,2.75,1,1
COL_PrimeraA_540934_685_2605_2022-02-27,685,2605,COL_PrimeraA,1.54,4.19,5.24,2,0
COL_PrimeraA_540936_663_657_2022-02-27,663,657,COL_PrimeraA,3.02,2.89,2.94,0,0
COL_PrimeraA_540938_673_675_2022-02-28,673,675,COL_PrimeraA,7.88,4.04,1.86,1,2
COL_PrimeraA_540940_683_660_2022-03-04,683,660,COL_PrimeraA,3.23,3.03,3.27,1,1
COL_PrimeraA_540942_656_685_2022-03-04,656,685,COL_PrimeraA,1.72,3.59,5.57,4,0
COL_PrimeraA_540944_675_684_2022-03-05,675,684,COL_PrimeraA,2.15,3.67,5.19,1,0
COL_PrimeraA_540946_657_658_2022-03-05,657,658,COL_PrimeraA,2.65,2.98,3.4,0,0
COL_PrimeraA_540948_2605_666_2022-03-05,2605,666,COL_PrimeraA,2.82,3.0,2.88,1,1
COL_PrimeraA_540950_4428_674_2022-03-06,4428,674,COL_PrimeraA,1.9,4.47,5.48,3,1
COL_PrimeraA_540952_659_673_2022-03-06,659,673,COL_PrimeraA,1.8,4.35,5.92,3,0
COL_PrimeraA_540954_664_682_2022-03-06,664,682,COL_PrimeraA,7.35,3.96,2.02,0,1
COL_PrimeraA_540956_668_663_2022-03-07,668,663,COL_PrimeraA,2.39,3.57,7.1,1,0
COL_PrimeraA_540958_675_657_2022-03-11,675,657,COL_PrimeraA,5.44,4.42,1.72,0,2
COL_PrimeraA_540960_674_668_2022-03-11,674,668,COL_PrimeraA,6.58,4.21,1.87,0,1
COL_PrimeraA_540962_684_659_2022-03-12,684,659,COL_PrimeraA,2.16,3.75,5.37,2,1
COL_PrimeraA_540964_658_2605_2022-03-12,658,2605,COL_PrimeraA,1.77,4.38,5.11,1,0
COL_PrimeraA_540966_673_656_2022-03-12,673,656,COL_PrimeraA,3.17,3.18,2.71,1,1
COL_PrimeraA_540968_660_4428_2022-03-13,660,4428,COL_PrimeraA,6.74,4.4,1.69,0,1
COL_PrimeraA_540970_663_685_2022-03-13,663,685,COL_PrimeraA,3.12,3.05,3.25,0,0
COL_PrimeraA_540972_666_664_2022-03-13,666,664,COL_PrimeraA,3.44,2.89,2.52,1,1
COL_PrimeraA_540974_682_683_2022-03-14,682,683,COL_PrimeraA,2.41,4.14,5.19,2,1
COL_PrimeraA_540976_668_675_2022-03-15,668,675,COL_PrimeraA,1.65,4.4,5.73,4,1
COL_PrimeraA_540978_657_684_2022-03-18,657,684,COL_PrimeraA,5.51,3.53,2.05,0,4
COL_PrimeraA_540980_656_666_2022-03-18,656,666,COL_PrimeraA,1.66,3.57,7.01,4,1
COL_PrimeraA_540982_4428_663_2022-03-19,4428,663,COL_PrimeraA,7.0,3.61,2.49,1,2
COL_PrimeraA_540984_682_668_2022-03-19,682,668,COL_PrimeraA,2.59,3.29,3.15,1,1
COL_PrimeraA_540986_2605_674_2022-03-19,2605,674,COL_PrimeraA,2.45,4.04,7.07,2,0
COL_PrimeraA_540988_664_660_2022-03-19,664,660,COL_PrimeraA,2.09,3.92,6.48,3,0
COL_PrimeraA_540990_685_683_2022-03-20,685,683,COL_PrimeraA,2.74,2.99,2.63,1,1
COL_PrimeraA_540992_673_658_2022-03-20,673,658,COL_PrimeraA,6.57,4.21,1.52,0,1
COL_PrimeraA_540994_659_675_2022-03-20,659,675,COL_PrimeraA,3.35,2.86,2.98,1,1
COL_PrimeraA_540996_683_673_2022-04-01,683,673,COL_PrimeraA,7.0,3.56,1.87,1,2
COL_PrimeraA_540998_663_664_2022-04-01,663,664,COL_PrimeraA,5.16,4.27,2.47,0,1
COL_PrimeraA_541000_684_682_2022-04-02,684,682,COL_PrimeraA,6.31,4.14,1.52,0,2
COL_PrimeraA_541002_674_656_2022-04-02,674,656,COL_PrimeraA,7.51,4.14,1.96,0,4
COL_PrimeraA_541004_668_2605_2022-04-02,668,2605,COL_PrimeraA,2.13,4.09,5.22,2,1
COL_PrimeraA_541006_675_685_2022-04-03,675,685,COL_PrimeraA,2.68,3.0,2.99,1,1
COL_PrimeraA_541008_660_657_2022-04-03,660,657,COL_PrimeraA,1.85,4.26,5.03,2,1
COL_PrimeraA_541010_666_658_2022-04-03,666,658,COL_PrimeraA,2.86,3.26,2.8,2,2
COL_PrimeraA_541012_4428_659_2022-04-04,4428,659,COL_PrimeraA,1.59,4.32,6.66,3,2
COL_PrimeraA_541014_657_683_2022-04-08,657,683,COL_PrimeraA,1.51,4.33,6.1,3,1
COL_PrimeraA_541016_656_4428_2022-04-08,656,4428,COL_PrimeraA,5.0,3.76,2.11,1,2
COL_PrimeraA_541018_658_674_2022-04-09,658,674,COL_PrimeraA,2.21,4.23,7.94,1,0
COL_PrimeraA_541020_664_668_2022-04-09,664,668,COL_PrimeraA,3.34,3.28,2.67,1,1
COL_PrimeraA_541022_2605_675_2022-04-09,2605,675,COL_PrimeraA,2.35,4.38,6.99,2,0
COL_PrimeraA_541024_684_673_2022-04-10,684,673,COL_PrimeraA,1.57,4.08,6.18,1,0
COL_PrimeraA_541026_666_659_2022-04-10,666,659,COL_PrimeraA,2.27,3.63,7.63,4,1
COL_PrimeraA_541028_682_663_2022-04-10,682,663,COL_PrimeraA,2.91,2.97,2.88,1,1
COL_PrimeraA_541030_685_660_2022-04-11,685,660,COL_PrimeraA,3.2,3.11,2.61,2,2
COL_PrimeraA_541032_674_685_2022-04-16,674,685,COL_PrimeraA,1.53,4.23,5.21,1,0
COL_PrimeraA_541034_683_684_2022-04-16,683,684,COL_PrimeraA,5.14,4.46,2.15,0,1
COL_PrimeraA_541036_675_682_2022-04-16,675,682,COL_PrimeraA,6.67,3.56,1.78,0,3
COL_PrimeraA_541038_660_656_2022-04-16,660,656,COL_PrimeraA,6.06,4.49,1.84,1,2
COL_PrimeraA_541040_4428_664_2022-04-16,4428,664,COL_PrimeraA,7.47,4.31,2.06,0,1
COL_PrimeraA_541042_673_657_2022-04-18,673,657,COL_PrimeraA,1.92,4.24,6.89,1,0
COL_PrimeraA_541044_663_666_2022-04-18,663,666,COL_PrimeraA,3.24,3.26,2.75,1,1
COL_PrimeraA_541046_659_2605_2022-04-18,659,2605,COL_PrimeraA,5.81,4.08,2.25,1,3
COL_PrimeraA_541048_668_658_2022-04-18,668,658,COL_PrimeraA,6.13,3.59,2.34,0,1
COL_PrimeraA_541011_2605_682_2021-12-04,2605,682,COL_PrimeraA,2.21,3.8,7.77,3,1
COL_PrimeraA_541013_657_664_2021-12-05,657,664,COL_PrimeraA,7.63,4.39,2.15,2,3
COL_PrimeraA_541015_673_668_2021-12-05,673,668,COL_PrimeraA,2.04,3.58,6.04,1,0
COL_PrimeraA_541017_684_666_2021-12-06,684,666,COL_PrimeraA,3.33,2.81,3.17,1,1
COL_PrimeraA_541019_683_675_2021-12-10,683,675,COL_PrimeraA,1.83,3.95,7.04,1,0
COL_PrimeraA_541021_682_658_2021-12-10,682,658,COL_PrimeraA,1.52,4.49,6.11,1,0
COL_PrimeraA_541023_685_664_2021-12-11,685,664,COL_PrimeraA,1.88,4.25,7.13,2,1
COL_PrimeraA_541025_657_666_2021-12-11,657,666,COL_PrimeraA,2.16,4.15,5.17,2,1
COL_PrimeraA_541027_2605_660_2021-12-11,2605,660,COL_PrimeraA,6.31,4.33,2.41,1,2
COL_PrimeraA_541029_673_674_2021-12-12,673,674,COL_PrimeraA,7.77,3.91,1.74,0,2
COL_PrimeraA_541031_4428_668_2021-12-12,4428,668,COL_PrimeraA,2.32,3.68,6.66,1,0
COL_PrimeraA_541033_659_656_2021-12-12,659,656,COL_PrimeraA,2.59,2.97,3.04,2,2
COL_PrimeraA_541035_684_663_2021-12-13,684,663,COL_PrimeraA,2.48,4.24,5.08,2,1
COL_PrimeraA_541037_685_658_2021-12-14,685,658,COL_PrimeraA,2.98,2.88,3.0,2,2
COL_PrimeraA_541039_682_659_2021-12-15,682,659,COL_PrimeraA,7.69,4.14,1.92,1,2
COL_PrimeraA_541041_668_657_2021-12-15,668,657,COL_PrimeraA,2.29,3.78,5.45,4,0
COL_PrimeraA_541043_666_675_2021-12-17,666,675,COL_PrimeraA,1.6,3.53,5.88,3,0
COL_PrimeraA_541045_4428_2605_2021-12-17,4428,2605,COL_PrimeraA,2.29,4.3,7.27,1,0
COL_PrimeraA_541047_658_683_2021-12-18,658,683,COL_PrimeraA,3.17,2.98,2.55,1,1
COL_PrimeraA_541049_656_684_2021-12-18,656,684,COL_PrimeraA,2.52,3.04,2.58,1,1
