match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
DEN_Superliga_284370_783_1963_2024-10-27,783,1963,DEN_Superliga,2.28,4.45,6.6,4,2
DEN_Superliga_284369_789_786_2024-10-27,789,786,DEN_Superliga,2.17,4.25,6.83,2,0
DEN_Superliga_284366_777_779_2024-10-27,777,779,DEN_Superliga,2.76,2.83,3.26,0,0
DEN_Superliga_284371_776_4463_2024-10-25,776,4463,DEN_Superliga,3.26,3.07,2.93,1,1
DEN_Superliga_284360_771_777_2024-10-21,771,777,DEN_Superliga,2.36,3.69,5.74,1,0
DEN_Superliga_284365_1963_780_2024-10-20,1963,780,DEN_Superliga,1.91,3.87,6.39,3,2
DEN_Superliga_284363_786_783_2024-10-20,786,783,DEN_Superliga,3.49,3.27,2.51,0,0
DEN_Superliga_284361_779_789_2024-10-18,779,789,DEN_Superliga,1.78,3.95,5.23,3,1
DEN_Superliga_284356_776_779_2024-10-06,776,779,DEN_Superliga,2.53,3.14,2.93,2,2
DEN_Superliga_284354_777_780_2024-10-06,777,780,DEN_Superliga,1.98,4.09,6.38,2,0
DEN_Superliga_284355_783_771_2024-10-06,783,771,DEN_Superliga,2.61,3.07,3.32,1,1
DEN_Superliga_284357_1963_782_2024-10-06,1963,782,DEN_Superliga,6.28,4.47,2.39,1,4
DEN_Superliga_284359_789_4463_2024-10-04,789,4463,DEN_Superliga,3.21,3.06,2.83,2,2
DEN_Superliga_284352_782_777_2024-09-30,782,777,DEN_Superliga,1.77,4.41,5.53,4,1
DEN_Superliga_284353_789_779_2024-09-29,789,779,DEN_Superliga,6.74,3.53,2.42,1,2
DEN_Superliga_284350_786_776_2024-09-29,786,776,DEN_Superliga,3.49,3.2,3.1,2,2
DEN_Superliga_284349_780_783_2024-09-29,780,783,DEN_Superliga,1.88,4.08,7.2,3,1
DEN_Superliga_284348_771_774_2024-09-28,771,774,DEN_Superliga,2.6,3.16,2.51,2,2
DEN_Superliga_284347_779_4463_2024-09-23,779,4463,DEN_Superliga,2.13,4.14,5.21,2,0
DEN_Superliga_284344_776_777_2024-09-22,776,777,DEN_Superliga,2.8,3.09,2.71,3,3
DEN_Superliga_284343_786_771_2024-09-22,786,771,DEN_Superliga,3.13,3.19,3.36,0,0
DEN_Superliga_284342_1963_789_2024-09-22,1963,789,DEN_Superliga,1.95,3.81,7.27,2,1
DEN_Superliga_284346_783_782_2024-09-20,783,782,DEN_Superliga,2.24,4.39,7.35,3,2
DEN_Superliga_284339_789_783_2024-09-15,789,783,DEN_Superliga,6.45,3.53,2.36,0,5
DEN_Superliga_284341_780_779_2024-09-14,780,779,DEN_Superliga,2.42,4.11,7.18,2,1
DEN_Superliga_284340_4463_786_2024-09-13,4463,786,DEN_Superliga,2.3,3.95,6.1,2,1
