match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
ARG_Primera_278417_714_4435_2018-04-07,714,4435,ARG_Primera,2.4,3.67,6.15,3,0
ARG_Primera_278418_713_708_2018-04-07,713,708,ARG_Primera,1.93,4.22,7.1,2,1
ARG_Primera_278419_4438_698_2018-04-07,4438,698,ARG_Primera,2.85,3.0,2.68,2,2
ARG_Primera_278420_694_692_2018-04-07,694,692,ARG_Primera,1.87,3.82,7.33,3,1
ARG_Primera_278421_709_712_2018-04-06,709,712,ARG_Primera,1.65,3.89,5.08,2,0
ARG_Primera_278422_702_705_2018-04-04,702,705,ARG_Primera,7.83,4.13,1.5,0,1
ARG_Primera_278423_703_730_2018-04-03,703,730,ARG_Primera,2.44,3.85,6.6,2,1
ARG_Primera_278424_4435_4438_2018-04-02,4435,4438,ARG_Primera,2.96,3.21,2.84,1,1
ARG_Primera_278425_698_705_2018-04-01,698,705,ARG_Primera,5.67,4.05,1.71,0,2
ARG_Primera_278426_700_724_2018-04-01,700,724,ARG_Primera,1.89,4.27,6.72,2,1
ARG_Primera_278427_974_713_2018-04-01,974,713,ARG_Primera,1.79,3.88,7.92,3,0
ARG_Primera_278428_4442_691_2018-04-01,4442,691,ARG_Primera,2.74,3.27,2.79,2,2
ARG_Primera_278429_715_707_2018-04-01,715,707,ARG_Primera,5.93,4.46,1.5,1,3
ARG_Primera_278430_702_723_2018-03-31,702,723,ARG_Primera,6.73,3.58,2.08,0,2
ARG_Primera_278431_692_4436_2018-03-31,692,4436,ARG_Primera,3.12,3.01,3.1,1,1
ARG_Primera_278432_712_694_2018-03-31,712,694,ARG_Primera,7.27,3.55,1.89,1,3
ARG_Primera_278433_701_709_2018-03-31,701,709,ARG_Primera,2.48,3.77,5.91,2,1
ARG_Primera_278434_693_710_2018-03-31,693,710,ARG_Primera,2.85,3.25,2.97,3,3
ARG_Primera_278435_708_695_2018-03-31,708,695,ARG_Primera,2.82,3.01,2.51,2,2
ARG_Primera_278436_701_724_2018-04-16,701,724,ARG_Primera,1.69,4.12,7.62,2,1
ARG_Primera_278437_702_700_2018-04-15,702,700,ARG_Primera,2.09,4.04,7.48,1,0
ARG_Primera_278438_707_713_2018-04-15,707,713,ARG_Primera,1.65,4.0,5.76,2,0
ARG_Primera_278439_4442_730_2018-04-15,4442,730,ARG_Primera,6.53,3.86,2.04,0,2
ARG_Primera_278440_974_710_2018-04-15,974,710,ARG_Primera,7.95,3.89,1.74,0,1
ARG_Primera_278441_692_709_2018-04-15,692,709,ARG_Primera,3.35,2.84,3.25,3,3
ARG_Primera_278442_715_695_2018-04-14,715,695,ARG_Primera,2.26,3.8,5.84,3,2
ARG_Primera_278443_708_691_2018-04-14,708,691,ARG_Primera,1.61,3.63,7.0,3,0
ARG_Primera_278444_698_714_2018-04-14,698,714,ARG_Primera,2.65,3.28,3.38,0,0
ARG_Primera_278445_703_4438_2018-04-14,703,4438,ARG_Primera,1.79,4.48,7.01,3,0
ARG_Primera_278446_4435_4436_2018-04-14,4435,4436,ARG_Primera,7.98,4.48,1.89,0,2
ARG_Primera_278447_719_694_2018-04-14,719,694,ARG_Primera,1.72,3.63,7.96,1,0
