match_id,home_team_id,away_team_id,league_id,b365_home,b365_draw,b365_away,home_goals,away_goals
SC2_2223_Dunfermline_FC Edinburgh_2022-10-15,Dunfermline,FC Edinburgh,Scotland League 1 22-23,1.57,3.6,5.0,1,0
SC2_2223_Kelty Hearts_Clyde_2022-10-15,Kelty Hearts,Clyde,Scotland League 1 22-23,2.1,3.3,2.9,2,1
SC2_2223_Montrose_Falkirk_2022-10-15,Montrose,Falkirk,Scotland League 1 22-23,2.25,3.2,2.87,1,1
SC2_2223_Queen of Sth_Peterhead_2022-10-15,Queen of Sth,Peterhead,Scotland League 1 22-23,1.5,4.0,5.25,2,0
SC2_2223_Clyde_Dunfermline_2022-10-18,Clyde,Dunfermline,Scotland League 1 22-23,5.5,4.0,1.5,0,2
SC2_2223_Falkirk_Alloa_2022-10-18,Falkirk,Alloa,Scotland League 1 22-23,1.72,3.6,4.2,3,1
SC2_2223_Clyde_Queen of Sth_2022-10-22,Clyde,Queen of Sth,Scotland League 1 22-23,4.0,3.5,1.8,1,2
SC2_2223_Falkirk_Kelty Hearts_2022-10-22,Falkirk,Kelty Hearts,Scotland League 1 22-23,1.7,3.6,4.5,2,3
SC2_2223_FC Edinburgh_Airdrie Utd_2022-10-22,FC Edinburgh,Airdrie Utd,Scotland League 1 22-23,3.1,3.6,2.05,3,1
SC2_2223_Montrose_Dunfermline_2022-10-22,Montrose,Dunfermline,Scotland League 1 22-23,2.87,3.4,2.25,2,0
SC2_2223_Peterhead_Alloa_2022-10-22,Peterhead,Alloa,Scotland League 1 22-23,4.0,3.75,1.75,0,2
SC2_2223_Airdrie Utd_Montrose_2022-10-29,Airdrie Utd,Montrose,Scotland League 1 22-23,2.1,3.5,3.0,4,0
SC2_2223_Alloa_Clyde_2022-10-29,Alloa,Clyde,Scotland League 1 22-23,1.61,3.75,4.75,2,1
SC2_2223_Dunfermline_Kelty Hearts_2022-10-29,Dunfermline,Kelty Hearts,Scotland League 1 22-23,1.5,4.0,5.5,2,1
SC2_2223_Peterhead_FC Edinburgh_2022-10-29,Peterhead,FC Edinburgh,Scotland League 1 22-23,4.0,3.3,1.85,1,1
SC2_2223_Queen of Sth_Falkirk_2022-10-29,Queen of Sth,Falkirk,Scotland League 1 22-23,2.55,3.25,2.5,1,3
SC2_2223_Clyde_Airdrie Utd_2022-11-05,Clyde,Airdrie Utd,Scotland League 1 22-23,4.33,3.6,1.66,0,1
SC2_2223_Falkirk_Dunfermline_2022-11-05,Falkirk,Dunfermline,Scotland League 1 22-23,2.5,3.3,2.55,0,1
SC2_2223_FC Edinburgh_Queen of Sth_2022-11-05,FC Edinburgh,Queen of Sth,Scotland League 1 22-23,2.62,4.0,2.15,0,3
SC2_2223_Kelty Hearts_Alloa_2022-11-05,Kelty Hearts,Alloa,Scotland League 1 22-23,2.25,3.4,2.7,1,1
SC2_2223_Montrose_Peterhead_2022-11-05,Montrose,Peterhead,Scotland League 1 22-23,1.4,4.33,6.5,3,0
SC2_2223_Airdrie Utd_Peterhead_2022-11-12,Airdrie Utd,Peterhead,Scotland League 1 22-23,1.36,4.5,8.0,1,1
SC2_2223_Alloa_Queen of Sth_2022-11-12,Alloa,Queen of Sth,Scotland League 1 22-23,2.45,3.5,2.4,5,1
SC2_2223_Dunfermline_Clyde_2022-11-12,Dunfermline,Clyde,Scotland League 1 22-23,1.25,5.0,9.0,2,2
SC2_2223_Falkirk_FC Edinburgh_2022-11-12,Falkirk,FC Edinburgh,Scotland League 1 22-23,1.61,3.8,4.2,2,0
SC2_2223_Kelty Hearts_Montrose_2022-11-12,Kelty Hearts,Montrose,Scotland League 1 22-23,2.8,3.2,2.25,1,3
SC2_2223_Airdrie Utd_Kelty Hearts_2022-11-19,Airdrie Utd,Kelty Hearts,Scotland League 1 22-23,1.7,3.6,4.33,1,0
SC2_2223_Clyde_Falkirk_2022-11-19,Clyde,Falkirk,Scotland League 1 22-23,4.33,3.6,1.66,3,3
SC2_2223_FC Edinburgh_Alloa_2022-11-19,FC Edinburgh,Alloa,Scotland League 1 22-23,2.6,3.3,2.5,4,3
SC2_2223_Peterhead_Dunfermline_2022-11-19,Peterhead,Dunfermline,Scotland League 1 22-23,5.0,4.2,1.5,0,2
SC2_2223_Queen of Sth_Montrose_2022-11-19,Queen of Sth,Montrose,Scotland League 1 22-23,2.37,3.3,2.62,4,0
SC2_2223_Clyde_FC Edinburgh_2022-12-03,Clyde,FC Edinburgh,Scotland League 1 22-23,3.0,3.4,2.15,0,2
SC2_2223_Dunfermline_Queen of Sth_2022-12-03,Dunfermline,Queen of Sth,Scotland League 1 22-23,1.72,3.8,4.0,1,1
SC2_2223_Falkirk_Airdrie Utd_2022-12-03,Falkirk,Airdrie Utd,Scotland League 1 22-23,1.85,3.5,3.75,1,1
SC2_2223_Kelty Hearts_Peterhead_2022-12-03,Kelty Hearts,Peterhead,Scotland League 1 22-23,1.4,4.33,5.75,3,0
SC2_2223_Montrose_Alloa_2022-12-03,Montrose,Alloa,Scotland League 1 22-23,2.05,3.25,3.4,0,0
SC2_2223_FC Edinburgh_Montrose_2022-12-17,FC Edinburgh,Montrose,Scotland League 1 22-23,2.88,3.4,2.2,2,2
SC2_2223_Queen of Sth_Kelty Hearts_2022-12-17,Queen of Sth,Kelty Hearts,Scotland League 1 22-23,1.83,3.3,4.0,1,2
SC2_2223_Clyde_Alloa_2022-12-23,Clyde,Alloa,Scotland League 1 22-23,3.5,3.4,1.91,2,2
SC2_2223_Falkirk_Queen of Sth_2022-12-23,Falkirk,Queen of Sth,Scotland League 1 22-23,1.8,3.6,3.6,5,2
SC2_2223_Montrose_Airdrie Utd_2022-12-23,Montrose,Airdrie Utd,Scotland League 1 22-23,2.15,3.3,2.9,2,4
